|Count
Wtewael, Paulus van|1
Droochsloot, Cornelis|1
Brouwer, Justus|1
Hassel, Reynier Hendriksz. van|1
Rivière|1
Brunt & C.|1
Schlotterbeck, Christian Jakob|1
Franckaert, Jacques (I)|1
Blondel, Georges François|1
Huysum, Caspar van|1
Scaramuccia, Luigi|1
David, Jerôme|1
Beerstraten, Anthonie|1
Pluckx, Joannes Antonius Augustinus|1
Cranach, Lucas (II)|1
Delaunay, Nicolas|1
Heyden, Samuel van der|1
Carbentus, G.|1
Moens, Jozias|1
Noorderwiel, Hendrik|1
Frena, Abraham|1
Hondius, Isaac|1
Closterman, John|1
Thévenin, Charles|1
Masson|1
Monogrammist I.F.L.|1
Karels, F.|1
Monogrammist HG (16e eeuw)|1
Turpin, Jacobus|1
Waben, Jacques|1
Hokutei, Joren|1
Claeuw, Jacques de|1
Nagahara|1
Donducci, Giovanni Andrea|1
Fischer, Joseph|1
Reinhard, Andreas (II)|1
Roy, Ignatius J. van|1
Nijhoff en Zn, Isaac Anne|1
Ormea, Willem|1
Drais, Pierre-François|1
Meunier, Etienne|1
Meester van Blarer|1
Tinne, Alexandrine|1
Bronckorst, Arnold van|1
Saudek, Jan|1
Tinne, Chrétien Théodore|1
Matahei, Otsu|1
Meester van de Dood van Maria|1
George|1
Traballesi, Francesco|1
Chambars, Thomas|1
Padmore|1
Loth, Johann Ulrich|1
Peeters, Clara|1
Monogrammist DB (schilder)|1
Brauwere, Paschatius de|1
Os, George Jacobus Johannes van|1
Burghart, Jacob|1
Nothnagel, Johann Andreas Benjamin|1
Baron, Bernard|1
Negretti & Zambra|1
Collier, Edwaert|1
Willigen, Anthonis Pietersz. van der|1
Monogrammist FK (Noordelijke Nederlanden)|1
Coster, Joseph de|1
Rivas de Angelo, Felipe|1
Duquesnoy, Jerôme (II)|1
Brusasorci, Felice|1
Pistorius, Eduard Karl Gustav Lebrecht|1
Chimaer van Oudendorp, Daniël Nicolaas|1
Sypesteyn, Maria Machteld van|1
Jonghe, Jan Baptiste de|1
Fielding, Anthony Vandyke Copley|1
Schaak, B.|1
Nieuwerkerke, Willem Hendrik van|1
Low, Wm.|1
Scheltus, Isaac (II)|1
Franchini, Giacomo|1
Donaghy, John|1
Gann, Lyzanne|1
Heermann, Paul|1
Nason, Pieter|1
Roos, Cornelis Sebille (uitgever)|1
Barrièrre, Jean Joseph|1
Bergen, Cornelis van|1
Grimaldi, Giovanni Francesco|1
Perin Le Page|1
Beeckman, Andries|1
Poll, Pieter Cornelis Nicolaas van de|1
Forfait|1
Meester van de Petrarca-Illustraties|1
Charly, Vicomte|1
Burgh, Hendrik van der|1
Shigemitsu|1
Oosterom, Jan van|1
Blanken, Jan|1
Merel, W (?) van|1
Kaiser, Pieter Jan|1
Edge, Thomas (cartograaf)|1
Michelin, Jean|1
Bara, Jan|1
Haan, Johan Cristoph Joseph|1
Merckse, Martinus|1
Beugen, Paulus van|1
Linsen, Hendrik|1
Massé, Jean Baptiste|1
Osendô|1
Hengel, G.H. van|1
Eeckhout, Jan Baptist van|1
Romero, Juan Bautista|1
Aveline, Pierre Alexandre|1
Borcht, Jacob van der  (I)|1
Sadashichi Masayoshi|1
Yoshinaga|1
Wassenbergh, Elisabeth Geertruida|1
Boot, Willem|1
Ledertz, Richard|1
Siegen, Ludwig von|1
Du Hameel, Alart|1
Krafft, David von|1
Meester van de Aanbidding te Lille|1
Meester AH met het hoefijzer|1
Hagen, Jacob (II)|1
Mortier, Covens en Zoon|1
Verbeek, Leendert|1
Meyer, Adam|1
Binger & Cie|1
Ouwenhage, Johannes Christoffel|1
Roucoma, H.|1
Speer, Johann Martin|1
Monogrammist LRSG|1
Vance, Robert H.|1
Pisanello, Antonio|1
Hamilton, William|1
Barnsteen, Jan de|1
Viti, Timoteo|1
Clofigl, Caspar|1
Schoon, C.|1
Putter, Pieter de|1
Gerung, Matthias|1
Sanson, Guillaume|1
Ryushi, Seiseikyo|1
Cobus, Jan|1
Bellanger, Pierre Daniel|1
Immink, Hendrik|1
Paets, Willem|1
Wittmann, Wolfgang Wilhelm von|1
Suzuki Kason|1
Mourot, Jean François Michel|1
Chalopin|1
Monogrammist CB (16e eeuw)|1
Hasselaar, Schelte|1
Cimerlini, Giovanni Paolo|1
Lemke, Johann Philipp|1
Bulgarini, Bartolommeo|1
Spofforth, Robert|1
Rijsbrack, John Michael|1
Gennari, Benedetto|1
Couwenhoven,|1
Haringhuysen, Isaac|1
Dutalis, Joseph-Germain|1
Bolken, A.A.|1
Janszoon, Joost|1
Thiermay|1
Shigekatsu, Ukiyo|1
Brand, Hans|1
Kiyonobu (I), Torii|1
McNaught, John|1
Helmlehner|1
Maes, Aert|1
Quarenghi, Giacomo|1
Peytavin, Jean-Baptiste|1
Vernet, Claude Joseph|1
Tani Seiko|1
Bleker, Dirck|1
Chevillet, Justus|1
Schilling, J.H.|1
Haelwegh, Wynant|1
Mosscher, Jacob van|1
Coster, Salomon Hendrikszoon|1
Normand, C.|1
Mercier, Philippe|1
Fly, Joseph|1
Sadeler, Philipp|1
Angelico, Fra|1
Swidde, Frans|1
Mignard, Pierre (1612-1695)|1
Justo, Giovanni|1
Lasonder, Gerrit (III)|1
Schellinks, Daniël|1
Sanuto, Giulio|1
Crespi, Giovanni Battista|1
Richter, Christian (I)|1
Lieshout, Johannes Egbertus van|1
Mondo, Domenico|1
Johns|1
Eichler, Gottfried (der Jungere)|1
Booth, H.C.|1
Maruyama Okyo|1
Lefebure, Francois|1
Hasevelt, Pieter Fransz van|1
Monmorency, B.|1
Pichler, Johann Adam|1
Gilchrest|1
Oliphant, Jacobus|1
Störcklin, Joh. Karl Josef|1
Cossiau, Jan Joost van|1
Schultz, Johan Christoffel|1
Tombrink, P.G.|1
Giselaer, Nicolaes de|1
Talbot, kapitein|1
Mourik, Bernardus|1
Lang, Carl Emanuel Friedrich|1
Monogrammist IVS|1
Verschuur, Wouter (1812-1874)|1
Dieren, Hendrick van|1
Worlidge, Thomas|1
Haaxman, Pieter Alardus|1
Muys, J.|1
Miseroni|1
Maron, Anton von|1
Masurier, Antoine|1
Hannart, Johannes|1
Monogrammist IHM|1
Buti, Camillo|1
Strijcker, Willem|1
Fiasella, Domenico|1
Ladan, G.|1
Vasi, Giuseppe|1
Menger, Johan Philip|1
Busard, Isacq Samuel|1
Capitelli, Bernardino|1
Sellaer, Vincent|1
Meester NADAT met de muizenval|1
Meijer, P.|1
Meester FSW|1
Le Clerc, Pierre Thomas|1
Wakkerdak, Pieter Anthony|1
Wijbrants, J.|1
Leydenroth, Johan Martin|1
Ortelius, Abraham|1
Nieuwenhuys, Harmanus|1
Schulze, Albert|1
Kunichika, Toyohara|1
Lecerf|1
Buffa en Zonen, Frans|1
Gorkom Jr., Jacobus van|1
Monogrammist AT of AF|1
Luipius, G.I.|1
Meester van de Dobbelsteen|1
Treck, Jan Jansz.|1
Beeck, Barent|1
Sadatora, Utagawa|1
Tromp, Cornelis|1
Cairo, Giovanni Battista del|1
De Twee Scheepjes|1
Turner, Charles|1
Musschenbroek, Jan van|1
Bracher|1
Serin, Harmen|1
Barry, James|1
Xavery, Jacob|1
Hassel, Lourens van|1
Pontormo, Jacopo|1
Quillard, Pierre Antoine|1
Helmbreeker, Dirck|1
Ryser, Brandyn|1
Wisselingh & Co., E.J. van|1
Cerezo, Mateo (II)|1
Monogrammist ASF|1
Böttner, Johann Wilhelm|1
Santen, Pieter van|1
Vuystinck, Johannes|1
Valck, Abraham|1
Aerts, Hendrick|1
Pielmans, H.|1
Hyakuba|1
Saint-Aubin, Charles Germain de|1
Someren, Hendrick van|1
Tak, J.H.|1
Lucas, Louis|1
Reymerswale, Marinus van|1
Bossche, Esaias van den|1
Vianen, Paulus van (II)|1
Norisue, Arama|1
Hondius, Jodocus (II)|1
Monogrammist HN|1
Koningh, Jan|1
Archer, Frederick Scott|1
Jaersvelt, Reinier van|1
Cloesen, Barent van der|1
Dubreuil, Toussaint|1
Zelotti, Giambattista|1
Kobell, Jan|1
Pijper, C.|1
Fournier de St. Martin, D.ré|1
Woodward, George Moutard|1
Franceschini, Marco Antonio|1
Utrecht, Adriaen van|1
Montemezzano, Francesco|1
Beest, Ryck Hendrickszoon van|1
Medina, Petrus de|1
Mennicken, Emonds|1
Blanchard, Auguste|1
Cartellier, Pierre|1
Bömcke, Valentijn Caspar|1
Strada, Vespasiano|1
Lijnbaan 'De Groote Zeevaart'|1
Corneille de la Haye|1
Bisson, Louis-Auguste|1
Folkema, Fopje|1
Vaillat, E.|1
Silvestre, Suzanne|1
Lachair, Salomon Pietersz.|1
Avercamp, Barend|1
Goeje, Jan de|1
Salvi, Giovanni Battista|1
Holkema, Tj. van|1
Veen, Balthasar van der|1
Ma Shouzhen|1
Hue, Lambertus Jansz. de|1
Verboeckhoven, Eugène Joseph|1
Chodowiecki, Gottfried|1
Leader, William|1
Toorenvliet, Abraham (I)|1
Halbou, Louis Michel|1
Cano, Alonso|1
Sichem, Christoffel van|1
Corbeau|1
Brooke, J.M.|1
Monogrammist IW (graveur)|1
Sande Bakhuyzen, Gerardina Jacoba van de|1
Simon, Jean Henri|1
Horatius|1
Bree, Philippus Jacobus van|1
Ferrari, Gregorio de|1
Meester JS|1
Neuber, Johann Christian|1
Legrand, Auguste Claude Simon|1
Monogrammist ADE|1
Asselijn, Thomas|1
Monogrammist DVE|1
Bismans, Pieter I.|1
Ermels, Johann Franz (der Ältere)|1
Zuccaro, Taddeo|1
Arntzenius, Hendrik Johan|1
Mye, Jan van|1
Gandil, I.P.|1
Luca di Tommè|1
Roore, Jacques Ignatius de|1
Vignon, Claude|1
Knapp, Jan Daniël|1
Elkington & Co., Fa.|1
Blanchet, Louis Gabriel|1
Bruynel, Jacob|1
Kazusada|1
Stalpaert, Daniel|1
Kilian, Philipp|1
Carreño de Miranda, Juan|1
Belije, Abraham du|1
Stuyfzandt, Hendrick|1
Berrettoni, Niccolò|1
Moulinneuf, H.A.|1
Koning, Coenradus Henricus|1
Terlaak, Gerardus|1
Bassano, Jacopo|1
Arcis, Louis d'|1
Maffei, Francesco|1
Bockels, Matthijs|1
Hannot, Johannes|1
Pena Flores, Francisco de la|1
Citroen 66|1
Courtois Le Bourguignon, Jacques|1
Zwollo, Frans (I)|1
Roussel, Pierre|1
Stemmers, Jan|1
Aychmayer, Johan Christiaan|1
Loveringh & Johannes Allart, weduwe Jacobus|1
Groeneveld, L.|1
Robart, P.A.|1
Brescia, Bernardino da|1
Maderna, Giovanni Battista|1
Perls, Herman Daniël van|1
Kiyomasu (I), Torii|1
Bollongier, Hans|1
Brascassat, Jacques Raymond|1
Scheltus, Jacobus (II)|1
Hainz, Georg|1
Matteis, Paolo de|1
Knight, Charles|1
Simons, Michiel (II)|1
Verhaast, Gijsbrecht|1
Gainsborough, Thomas (Sir)|1
Eysden van Achlum, Johan van|1
Gillet, Nicolas-François|1
Crabeth, Adriaen Pietersz|1
Dusart, Christiaen Jansz.|1
Keer, Willem Jan|1
Rees, Kaspar Frans de|1
Trouvain, Antoine|1
Hohbach, Franz|1
Sadamasu, Gofukutei|1
Meerhout, Jan|1
Minette, Jean|1
Coli, Giovanni|1
Regnu, W.|1
Seien|1
Berger, Daniel|1
Buys, Jacques|1
Champaigne, Philippe de|1
Yoshitaki|1
Masayasu|1
Boudewijnse, Adriaan|1
Soumain, Jean|1
Az|1
Fouquier, Jacques|1
Boelen, J.|1
Monogrammist PN|1
Monogrammist AWA|1
Giovanni da Francia|1
Stanzione, Massimo|1
Verhaert, Dirck|1
Utagawa|1
Sweerts, Hieronymus|1
Zwieten, Cornelis van|1
Criep, F.|1
Voet, Eusebius Willem|1
Cocq, H.de|1
Valckenborch, Lucas van|1
Cooper, Box en Co Ltd|1
Stalburch, Jan van|1
Jongering, Henricus Ferndinandus|1
Shiomi Masanari|1
Heylbrouck, Norbert (I)|1
Zoutman, J.A.|1
Ommering, Adriaan Jacobszoon van|1
Provincie Holland|1
Moitte|1
Sichem, Karel van|1
Lagneau, Nicolas|1
Muntinck, Hindrick (jr.)|1
Sallaert, Antoine|1
Schepper, Hendrik|1
Monogrammist LH (Nederlanden)|1
De Vergulde Boot|1
Wijn, Hendrik van|1
Fock, Ab|1
Souvin, C.|1
Chevré, Paul Romain|1
Franck, Jan Frans|1
Ouvast, Govert van|1
Tiarini, Alessandro|1
Teenstra, Kornelis Douwes|1
Rijckere, Bernaert de|1
Monogrammist IE|1
Ley, D. van der|1
Recco, Giovanni Battista|1
Tolhuys, Willem|1
Roest, C.|1
Groothuijs, Joseph Jacob|1
Dufour, J.|1
Strijcker, Dirck|1
Corneille, Jean-Baptiste|1
Padtbrugge, Dionysius|1
Cibo, Gherardo|1
Lavaux, Alexander de|1
Weilbach, J.P.|1
Goujon, Jean|1
Story-Maskelyne, Mervyn Herbert Nevil|1
Recco, Pièrre|1
Penn, John|1
Sosen, Mori|1
Ruys, Simon|1
Radijs, Christoffel|1
Buckmann, Herman|1
White, John|1
Voordecker, Henri|1
Reesbroeck, Jacob van|1
Towne, Francis|1
Assche, Henri van|1
Londerseel, Johannes van (II)|1
Leoni, Leone|1
Hoffmann, F. L.|1
Toshihide|1
Monogrammist AB (1626-1686)|1
Lehman, Gottfried Arnold|1
Cosse, Cavalier|1
Brussel, Paul Theodor van|1
Durameau, Louis Jean Jacques|1
Meester van de Bileam|1
Baxter|1
Lescailje, Jacob|1
Franck, Hans Ulrich|1
Mochi, Orazio|1
Rugendas, Georg Philipp (I)|1
Bruin, D. de|1
Changuion, François|1
Neve, Guilliam de|1
Quern, Marcus|1
Schouman, Izaak|1
Breu, Jörg (der Ältere)|1
Scoppa, Orazio|1
Negker, Jost de|1
Nering, Bögel & Dunlop|1
Borculo, Nicolaes van|1
Ceresa, Carlo|1
Carlevarijs, Luca|1
Meyerpeck, Wolfgang|1
Ghislandi, Vittore|1
Collins, Richard|1
Shoami Ietake|1
Wulfraet, Matthias|1
Post, Jan Jansz.|1
Schnell, Martin|1
Valk, J.|1
Trotti, Giovanni Battista|1
Volpato, Giovanni|1
Hokumyo, Shunpusai|1
Juntes, Jan Mark|1
Vries, Roelof Jansz. van|1
Dietemeyer, Melchert|1
Shigehide|1
Temminck, Henriëtta Christina|1
Yushin|1
Pianca, Giuseppe Antonio|1
Huang Shen|1
Willems, Evert|1
Füssli, Johann Heinrich|1
Bruyn, Pieter de|1
Swalue, Nicolaas|1
Helweg, Hendrik|1
Forlani, Paolo|1
Haecken, Alexander van|1
Ichieisai Yoshitsyua|1
Diest, Johan van|1
Monogrammist AVS|1
Riedel, Anton Heinrich|1
Hemert, Jan van|1
Gennari, Cesare|1
Soolmaker, Jan Frans|1
Haak, Dirk (II)|1
Klopper en Zoon, Weduwe Anthony de|1
Coster, Jan Cornelisz|1
Claesz, Aelbert (AC)|1
Courteys, Pierre (I)|1
Neususs, F. (Floris)|1
Goulartius, Simon|1
Hangest, Egbert Marinus Frederik d'|1
Gaval|1
Lamparelli, Carlo|1
Zomer, Jan Pietersz.|1
Grebber, Adriaen de|1
Clifford|1
Willem V (prins van Oranje-Nassau)|1
Gent, Willem Lodewijk van|1
Hellevoetsluis, Rijkswerf|1
Barber & Marks|1
Hoying, Gerrit|1
Rode, Niels|1
Barbedienne, Ferdinand|1
Foreri, P.|1
Bakker, Johan|1
Braau, Claes (1674-1705)|1
Genkei-school Nagasaki|1
Oudaen, Joachim|1
Hondius, Johannes|1
Navez, François Joseph|1
Ernst, Gijsbrecht|1
Vauconsain, les filles De|1
Mytens, Martin (I)|1
Tsukimaro, Kangesusai|1
Kawamura Tsuneshige|1
Monogrammist HATE|1
Schuurman, Dirk|1
Trap, Pieter Willem Marinus|1
Eckhard, A.G.|1
Tozelli, Francesco|1
Monogrammist PM (16e eeuw)|1
Hoboken, H.W. van|1
Steenwijck, Hendrik van (I)|1
Peschier, N.L.|1
Hogenberg, Jean|1
Neroni, Bartolommeo|1
Rhabenhaupt, Hans Heinrich|1
Callenbach, Hendrik|1
Monogrammist LB (Duitsland)|1
Houten, W. van|1
Nagahide|1
Worthington, William Henry|1
Monde, N. van der|1
Torrigiani, Sebastiano|1
Shuri, Teisai|1
Sepp, Jan Christiaan|1
Farington, Joseph|1
Verstraelen, Jan Hendriksz.|1
Carrée, Antoine|1
Jolly, Paulus|1
Monogrammist FN (graveur)|1
Nishikawa Yasunobu|1
Konsé, Carel Frederik|1
Hondt, Franciscus Johannes de|1
Altdorfer, Erhard|1
Flacheron, Frederic|1
Argand|1
Merian, Matthäus|1
Picqué, Charles|1
Buiteweg, A.|1
Tsunenaka|1
Koene, D.|1
Arntzenius, Paul|1
Delff, Cornelis Jacobsz.|1
Bertsch, Auguste Adolphe|1
Monogrammist SWS|1
Loebell, M.|1
Batist, Karel|1
Ammelroi, Adriaen van|1
Koningh, Arie Ketting de|1
Meester van Spes Nostra|1
Honig, Gerrit|1
Remondini (18de eeuw)|1
Pannini, Giovanni Paolo|1
Girolamo da Treviso (il Vecchio)|1
Cuel, Joseph|1
Meester van het Salemer Altaar|1
Eisui, Ichirakutei|1
Voet 372|1
La Haye,  Pierre de|1
Kocks, Adriaen|1
Goekeller, Caspar|1
Monogrammist AS (schilder)|1
Lihou, John|1
Häublin, Nicolaus|1
Walsen, Jan van|1
Seiller, Johann Georg|1
Liedts, Abraham|1
Lenain, Mathieu (le cadet)|1
Zilotti, Don Bernardo|1
Ommeganck, Balthasar Paul|1
Renodi, Abraham|1
Scamozzi, Vincenzo|1
Marvie, Martin|1
Kock, David|1
Adam, Albrecht|1
Mampieus, Frederik|1
Lang, Oliver|1
Dardani, Antonio|1
Cyclop-Steel and Iron-Works, Charles Camell & Co. Ltd|1
Nunnink, Adolf Carel|1
Hackert, Jacob Philipp|1
Heckenauer, Jakob Wilhelm|1
Sekkyo, Sawa|1
Wiertz, Henricus Franciscus|1
Reuthel, Jan Philip (Jr.)|1
Oets, Pieter|1
Breuer, Johann Georg|1
Cranach atelier|1
Weyerstraeten, weduwe en erven Elizaeus|1
Mathysz, Jan|1
Jagt, Martinus van der|1
Horbeck, Egidius|1
Torbido, Francesco|1
Buys|1
Frisius, Andreas|1
Monogrammist AWG|1
Kannegiesser, W.E.|1
Duval, Marc|1
Tocqué, Louis|1
Pérignon, Alexis Nicolas (le vieux)|1
Caliari, Carlo|1
Billon|1
Schreiber, Georg|1
Klengel, Johann Christian|1
Bisschop, Dirck Anthony|1
Kroese, J.P.|1
Porlezza della Porta, Tommaso|1
Birt, J.|1
Berckel, Theodorus Victor van|1
Bremden, D. van den|1
Delft, Claes Abrahamsz. van|1
Ito Masakata|1
Miger, Simon Charles|1
August, E.F.|1
Wolfsen, Hendrik|1
Simon, Jean Baptiste|1
Mallet, Jean Baptiste|1
Agé, Johannes François Jacobs de|1
Francesco di Giorgio Martini|1
Reijnders, Hermanus|1
Drechsel, Wolfgang|1
Monogrammist LD (19e eeuw)|1
Mol, P.|1
Feti, Domenico|1
Delvigne, H.G.|1
Altius, Robertus|1
Grateloup, Jean-Baptiste de|1
Weert, Jacob de|1
Giampiccoli, Giuliano|1
Schieblius, J.G.|1
Rose, Frederik Cornelis|1
Nickelen, Isaak van|1
Vicentino, Giuseppe Niccolò|1
monogrammist WvV|1
Lange, J. de (uitgever)|1
Stoffe, Jan Jacobsz van der|1
Nadal, J.|1
Jacobsz., Juriaen|1
Cotelle, Jean (II)|1
Hoeven, Pieter van der|1
Wigand, Balthasar|1
Amsterdamse geschut- en klokgieterij|1
Monogrammist HO|1
Frey, Anna Alida de|1
Frye, Thomas|1
Krieg, Hans|1
Kohler|1
Molenaer, Nicolaes|1
Rossini, Luigi|1
Bilderdijk, Izaak|1
Sompel, Pieter van|1
Lenardi, Giovanni Battista|1
Labberton, J.|1
David, Jacques Louis|1
Büsinck, Ludwig|1
Picquenot, Michel|1
Tardieu, Alexandre|1
Anvien, J.E. van|1
Dillis, Cantius|1
Monogrammist VCH of HVC|1
Brouwer, C.|1
Wathier, François|1
Mörner, Carl Gustaf Hjalmar|1
Lancret, Nicolas|1
Eyck, Jan van|1
Farinati, Paolo|1
Fabre, François-Xavier|1
Zijl, B. van|1
LB|1
Pariset, D.P.|1
Voet 75a|1
Bouche, Martin|1
Carriera, Rosalba Giovanni|1
Monogrammist DS (graveur)|1
Bellini, Filippo|1
Oeben, Simon|1
Feltschen|1
Chevallier, V. (Vincent)|1
Holloway, Thomas|1
Moore, Samuel|1
Ulrich, Heinrich|1
Swinderen, Johannes van|1
Friderici, J.C.|1
Moss & Gambles|1
Brunn, Sword Cutler|1
Berch, Huybert van de|1
Laroon, Marcellus|1
Danckerts, Cornelis|1
Bosai, Kameda|1
Gaesbeeck, Adriaen van|1
Buijs, Cornelis Bernardus|1
Meester van Flémalle|1
Grassi, Bartolomeo|1
Rijckaert, David (III)|1
Laroon, Marcellus (II)|1
Francken, Ambrosius (I)|1
Sarumen, Yamanchi|1
Marioton, Eugène|1
Dierkens, Willem Carel|1
Lier, Abraham van|1
Monogrammist AVB (17e eeuw)|1
Rondinello, Nicolò|1
Pool, Juriaen (II)|1
Desplanques, Eugène|1
Castellani, Alessandro|1
Ciampoli, Carlo|1
Slingelandt, Jacob baron van|1
Schulte, Rodolff|1
Yukan|1
Nolin, Pierre|1
Aall & Sons|1
Meyer, F.W. (graveur)|1
Otteren, Hubert van|1
Solingen, Josua van|1
Meer, A. van der|1
Williams & Powell|1
Heide, Jan van der|1
Bennewitz, Diederik Lodewijk|1
Oosterlingh, Jan Gerritsz|1
Versteegh, Willem|1
Melort, Andries|1
Cock, Matthys|1
Mura, Francesco de|1
Behr, Johann Philipp|1
Humblot, Antoine|1
Gietleughen, Joos|1
Vettewinkel, Hendrik|1
Fjerdingstad, Carl Christian|1
Gillis, Herman|1
Rillaer, Jan van (I)|1
Hansen, Claes|1
Sadamasu, Utagawa|1
Bundel, Willem van den|1
Elwe, Jan Barend|1
Minio, Tiziano Aspetti|1
Graham, John (I)|1
Bagelaer, Jonas|1
Swartt, Wijert|1
Boy, Peter (der Ältere)|1
Ardin, Johann Friedrich|1
Bodenehr, Gabriel (I)|1
Lion Cachet, Carel Adolph|1
Lanckamp, Nicolaas|1
Tamagni da San Gimignano, Vincenzo|1
Alderson|1
Wolbeer, Gerhard|1
Snijers, Peter|1
Meester van de Madonna van La Gleize|1
Roos, Cornelis François|1
Meunier|1
Langlois, Jean-Charles|1
Ortkens, Aert|1
Slingeland, Hendrik|1
Dusauchoit, Edouard|1
Mantegazza, Antonio|1
Gamberati, Lorenzo|1
Monogrammist IVA|1
Fortner, Franz Xaver|1
Bos, Pieter van den|1
Morijn, Pieter|1
Hemessen, Catharina van|1
Sluyter, A.|1
Leys, Henri (baron)|1
Borgognone|1
Meere, Jozef de|1
Wijandt, F.|1
Does, Jacob van der (1618-....)|1
Schreuder, Jan Julius|1
Monogrammist AVH|1
Eynden, Jacob van (I)|1
Verbeeck, W.|1
Mouricault|1
Vos, Anthonie de|1
Monogrammist PP (graveur)|1
Shûchô, Tamagawa|1
Reyd, Everard van|1
Oosterhoudt, Gerrit Adrianus van|1
Bos, Gerardus Johannes|1
Gaussen & Cie|1
Fixon, E.|1
Kempenaer, Paulus de|1
Elandt, H.|1
Bartsius, Willem|1
Adams|1
Theodore, A(braham?)|1
Wagner, Joseph|1
Beveren, Mattheus van|1
Cartaro, Cristofano|1
Picquet, Jean|1
Van Eycken, Jean-Baptiste (1800-1861)|1
Roentgen, Abraham|1
Fagiuoli, Girolamo|1
Monogrammist HD (wever)|1
Polanzani, Francesco|1
Rouillart, Noël|1
Groeneweg, Jacob|1
Lankhout, Samuel|1
Douven, Jan Frans van|1
Staten-Generaal|1
Cornelis, Gooitie|1
Myochin Munehide|1
Bogers, Willem Andries|1
Bernhard, Pieter Gerardus|1
Bustelli, Franz Anton|1
Re, Sebastiano di|1
Verheijen, Jan Hendrik|1
Boy, Gottfried|1
Beesten, Abraham Hendrik van|1
Fontana, Annibale|1
Shunman, Shôsada sei|1
Gruy, de|1
Mander, Karel van (II)|1
Dowe, Douwe Juwes de|1
Oploo, P.van|1
Duvivier, Ignace|1
Longhi, Giuseppe|1
Schweickhardt, Katharina Wilhelmina|1
Young, Peter|1
Bilders, Johannes Warnardus|1
Visser, Pier Johannes de|1
Wieringa, Harmen Willems|1
Dietterlin, Bartholomäus|1
Monnier, Henri Bonaventure|1
Voet 158|1
Spillebout, Loodewijck|1
Boers, C.J.|1
Pittoni, Giovanni Battista|1
Ponthus, Marie|1
Loisel|1
Schendel, Petrus van|1
Bresdin, Rodolphe|1
Arends, Lodewijk Hendrik|1
Nieuhoff, Jean|1
LM|1
De Drie Porceleyne Flessies|1
Groeneveld, Cornelis|1
Nachenius, D.|1
Ayaoka|1
Hidemasa|1
Kayser, C.|1
Dorsten, Jacob van|1
Isenbrant, Adriaen|1
Anguisciola, Sofonisba|1
Hulin, Mme.|1
Keisai|1
Wouwerman, Jan|1
Klos, A.|1
Berckhout, G.W.|1
Lockhorst, Jan van|1
Segala, Giovanni|1
Leur, W.|1
Chien-Lung|1
Schouberg, Johannes Petrus|1
Jansz., Govert|1
Leprince, Jean Baptiste|1
Groet, Adriaen de|1
Ishiguro Masatsune|1
Montjoye, Louis|1
Friese School 1542|1
Bylaer, Jacob van|1
Howe, A.P.|1
Toyomasa, Ishikawa|1
Lombardo, Tullio I|1
Moens, Petronella|1
Velde, Jan van de (I)|1
Clergue, Lucien|1
Meester van de Lucas-Maanden|1
Kipfinger, Johann Sebastian|1
Jéhotte, Arnold|1
Chardin, Jean Baptiste Siméon|1
Goede de Koning, Dirk de|1
Berck, H. van den|1
Coutteau, G.|1
Fehr, Peter|1
Bossi, Benigno|1
Langlois, Nicolas (I)|1
Delions, Nicolas Augustin|1
English, Josias|1
Swelinck, Jan Gerritsz|1
Sörensen, Jacobus|1
Warou, Daniel|1
Eiraku Hozen|1
Howie Jr.|1
Heus en Zoon., H. de|1
Fouquet, Georges|1
Goto Mitsuyasu|1
Eynde, Johan van den|1
Vijven, Johannes van|1
Isaacsz., Isaac|1
Ziesenis, Johann Georg|1
Voorde, Peter van|1
Krans, Jan|1
Vassé, François Antoine|1
Reland, Adriaan|1
Noort, Lambert van|1
Monogrammist AS (15e eeuw)|1
Massé, M.|1
Wesel, Romanus Dominicusz van|1
Coussin de Oude, Jean|1
Stelzner, Carl Ferdinand|1
Wechinger, Hieronymus|1
Roukens, W.|1
Kunikichi|1
Boot, J.C.|1
Hoy, Johannes d'|1
Beekhuis, Gerrit|1
Leone, Andrea di|1
Cleyburg, Joh.|1
Ducorron, Julien Joseph|1
Scheurleer, Abraham|1
Kuntz, Karl|1
Leclerc, Jean|1
Lhérie, Ferdinand Benchet|1
Schey, Philip|1
Smit, J.|1
Keyser, Hendrik de (II)|1
Cozens, John Robert|1
Pugin, Augustus Welby Northmore|1
Ferhagrijs, Harmanus|1
Vivien, Joseph|1
Giovanni da Milano|1
Westerbaen, Jacob|1
Momma, W.F.|1
Sarachi|1
Eyck, Nicolaas van (I)|1
Knibbergen, François van|1
Haan, Michiel de|1
Berhuyzen, F.|1
Hulst, Frans de|1
Winter, Abraham Hendrik|1
Venne, Jan van der|1
Saxby|1
Vries, D. de|1
Rieuwertsz., Jan (I)|1
Hoeff, Florianus van der|1
Son, Jan Frans van|1
Fanelli, Francesco|1
Alfiano, Epifanio d'|1
Honich, Adriaen|1
Pearce, Edward|1
Backhuijzen, Gerrit|1
Toyonobu, Utagawa|1
Ross, Horatio|1
Bevoort, Johannes van|1
Lehman de Lehnsfeldt, J.|1
Calisch, Moritz|1
Graaf, Reinier de|1
Schaefels, Henri François|1
Zucchi, Jacopo|1
André|1
Baert, Alexander|1
Girolamo dai Libri|1
Leyden, Jan van|1
Baccarat|1
Vogel, Bernhard|1
